#1
# HP250-35A
# vRef = 2.50
# Bref = 1.5
# fRef = 50
# dens = 7600
double JH(33, 2)
0.000000000	00.00000000
0.021840209	10.00733071
0.054138898	20.03056952
0.107933793	29.99358482
0.202184603	40.00659699
0.340557549	49.99233814
0.530780606	60.03603022
0.706451898	70.0638142
0.850728983	79.95524305
0.953623072	89.93757532
1.043443446	101.9254644
1.152532454	125.1172005
1.223837925	150.3088119
1.268572977	174.4663969
1.301992346	199.9193557
1.34593371	249.6435287
1.395389128	349.7509246
1.435177982	501.0596742
1.473002267	750.6350253
1.498517631	1000.619442
1.518110398	1246.399575
1.535200594	1499.224724
1.563612476	2006.011314
1.586467349	2489.844789
1.673909443	5001.051882
1.735933501	7478.51108
1.785221913	10002.78554
1.856772505	15017.24568
1.902663445	19923.758
1.925015803	23462.17379
1.940032251	27068.76714
1.949244242	30186.75459
1.953351557	32254.80749
