#1
# HP270-35A
# vRef = 2.70
# Bref = 1.5
# fRef = 50
# dens = 7650
double JH(33, 2)
0.000000000	00.00000000
0.015649894	10.01642105
0.036122851	19.9714823
0.062888745	29.96631379
0.108412525	40.02932285
0.190841552	50.11505776
0.344069325	60.03262134
0.524943542	70.00699956
0.69433111	80.06887233
0.832268408	90.02847874
0.934021911	99.93695198
1.105375605	125.1399263
1.200867552	150.6837885
1.25728929	174.4209452
1.299146381	200.1466142
1.351680741	250.7570957
1.40782823	352.9325445
1.44967472	500.9233191
1.489137999	748.9305861
1.515589717	1003.573803
1.535417692	1249.353936
1.552338009	1501.497309
1.580032049	1998.73904
1.603166542	2497.344321
1.688609408	4998.32478
1.751000869	7542.143477
1.798540346	10018.69364
1.866138033	14771.80643
1.909859269	19296.52437
1.937746817	23584.89341
1.95356293	27296.0257
1.961767059	30123.12219
1.96530149	31775.29193
